taxon_id,rank,parent_taxon_id,simple_name,alien_type,is_in_taiwan,protected,redlist,iucn,sensitive,groupID,reason,check_column,TC_URL
t0098563,Subspecies,t0098562,Polygonia c-aureum c-aureum,native,TRUE,"","","","",t0098562,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0098563
t0086145,Subspecies,t0098574,Porphyrio poliocephalus viridis,native,TRUE,"","",LC,"",t0098574,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086145
t0098574,Species,t0015068,Porphyrio poliocephalus,native,TRUE,"","","","",t0098574,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098574
t0086146,Subspecies,t0098576,Potamarcha congener congener,native,TRUE,"","","","",t0098576,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086146
t0098576,Species,t0015080,Potamarcha congener,native,TRUE,"","",LC,"",t0098576,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098576
t0084977,Subspecies,t0098578,Potanthus confucius angustatus,native,TRUE,"",LC,"","",t0098578,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084977
t0084978,Subspecies,t0098578,Potanthus confucius confucius,native,TRUE,"","","","",t0098578,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084978
t0098578,Species,t0015083,Potanthus confucius,native,TRUE,"",LC,"","",t0098578,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0098578
t0086150,Subspecies,t0098583,Prinia inornata extensicauda,native,TRUE,"",LC,"","",t0098583,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086150
t0086151,Subspecies,t0098583,Prinia inornata flavirostris,native,TRUE,"",LC,LC,"",t0098583,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086151
t0098583,Species,t0015112,Prinia inornata,native,TRUE,"",LC,LC,"",t0098583,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098583
t0085129,Subspecies,t0098584,Prinia striata striata,native,TRUE,"","","","",t0098584,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085129
t0098584,Species,t0015112,Prinia striata,native,TRUE,"",LC,LC,"",t0098584,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0098584
t0085129,Subspecies,t0098584,Prinia striata striata,native,TRUE,"","","","",t0098584,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085129
t0098584,Species,t0015112,Prinia striata,native,TRUE,"",LC,LC,"",t0098584,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098584
t0086173,Subspecies,t0098631,Pseudagrion pilidorsum pilidorsum,native,TRUE,"","","","",t0098631,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086173
t0098631,Species,t0015316,Pseudagrion pilidorsum,native,TRUE,"","",LC,"",t0098631,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098631
t0086188,Subspecies,t0098680,Pteropus dasymallus formosus,native,TRUE,I,CR,"","",t0098680,保育等級不同,protected,https://taicol.tw/zh-hant/taxon/t0086188
t0098680,Species,t0015575,Pteropus dasymallus,native,TRUE,II,CR,VU,縣市,t0098680,保育等級不同,protected,https://taicol.tw/zh-hant/taxon/t0098680
t0086188,Subspecies,t0098680,Pteropus dasymallus formosus,native,TRUE,I,CR,"","",t0098680,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086188
t0098680,Species,t0015575,Pteropus dasymallus,native,TRUE,II,CR,VU,縣市,t0098680,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098680
t0086189,Subspecies,t0098684,Ptilinopus leclancheri longialis,native,TRUE,"",,"","",t0098684,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086189
t0098684,Species,t0015590,Ptilinopus leclancheri,native,TRUE,"",,LC,"",t0098684,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098684
t0086191,Subspecies,t0098688,Pycnonotus aurigaster chrysorrhoides,native,TRUE,"","","","",t0098688,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086191
t0098688,Species,t0015642,Pycnonotus aurigaster,native,TRUE,"","",LC,"",t0098688,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098688
t0086192,Subspecies,t0098689,Pycnonotus sinensis formosae,native,TRUE,"",LC,"","",t0098689,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086192
t0086193,Subspecies,t0098689,Pycnonotus sinensis sinensis,native,TRUE,"",LC,"","",t0098689,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086193
t0098689,Species,t0015642,Pycnonotus sinensis,native,TRUE,"",LC,LC,"",t0098689,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098689
t0098701,Species,t0015687,Pyrrhula nipalensis,native,TRUE,"",LC,LC,"",t0098701,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098701
t0100976,Subspecies,t0098701,Pyrrhula nipalensis uchidai,native,TRUE,"",LC,"","",t0098701,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0100976
t0086196,Subspecies,t0098702,Pyrrhula pyrrhula griseiventris,native,TRUE,"","","","",t0098702,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086196
t0098702,Species,t0015687,Pyrrhula pyrrhula,native,TRUE,"","",LC,"",t0098702,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098702
t0086199,Subspecies,t0098710,Rallina eurizonoides formosana,native,TRUE,"",LC,"","",t0098710,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086199
t0098710,Species,t0015722,Rallina eurizonoides,native,TRUE,"",LC,LC,"",t0098710,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098710
t0086202,Subspecies,t0098719,Regulus regulus japonensis,native,TRUE,"","","","",t0098719,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086202
t0098719,Species,t0015763,Regulus regulus,native,TRUE,"","",LC,"",t0098719,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098719
t0032499,Subspecies,t0098737,Rhodeus ocellatus ocellatus,native,TRUE,"",LC,"","",t0098737,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0032499
t0098737,Species,t0015860,Rhodeus ocellatus,native,TRUE,"",LC,DD,"",t0098737,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098737
t0086211,Subspecies,t0098747,Rhyothemis regia regia,native,TRUE,"","","","",t0098747,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086211
t0098747,Species,t0015909,Rhyothemis regia,native,TRUE,"","",LC,"",t0098747,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098747
t0086212,Subspecies,t0098748,Rhyothemis variegata arria,native,TRUE,"","","","",t0098748,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086212
t0098748,Species,t0015909,Rhyothemis variegata,native,TRUE,"","",LC,"",t0098748,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098748
t0098753,Species,t0015932,Riparia chinensis,native,TRUE,"",LC,LC,"",t0098753,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098753
t0103448,Subspecies,t0098753,Riparia chinensis chinensis,native,TRUE,"",LC,"","",t0098753,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0103448
t0032535,Subspecies,t0098754,Riparia riparia ijimae,native,TRUE,"","","","",t0098754,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0032535
t0098754,Species,t0015932,Riparia riparia,native,TRUE,"","",LC,"",t0098754,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098754
t0086217,Subspecies,t0098762,Rusa unicolor swinhoii,native,TRUE,III,NT,"","",t0098762,保育等級不同,protected,https://taicol.tw/zh-hant/taxon/t0086217
t0098762,Species,t0015988,Rusa unicolor,native,TRUE,"",NT,VU,輕度,t0098762,保育等級不同,protected,https://taicol.tw/zh-hant/taxon/t0098762
t0086217,Subspecies,t0098762,Rusa unicolor swinhoii,native,TRUE,III,NT,"","",t0098762,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086217
t0098762,Species,t0015988,Rusa unicolor,native,TRUE,"",NT,VU,輕度,t0098762,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098762
t0086236,Subspecies,t0098803,Schoeniparus brunneus brunneus,native,TRUE,"",NT,"","",t0098803,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086236
t0098803,Species,t0016181,Schoeniparus brunneus,native,TRUE,"",NT,LC,"",t0098803,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098803
t0032711,Subspecies,t0098817,Scopelogadus mizolepis mizolepis,native,TRUE,"","","","",t0098817,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0032711
t0098817,Species,t0016242,Scopelogadus mizolepis,native,TRUE,"","",LC,"",t0098817,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098817
t0086249,Subspecies,t0098884,Trimerodytes percarinatus suriki,native,TRUE,"",NT,"","",t0098884,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086249
t0098884,Species,t0104428,Trimerodytes percarinatus,native,TRUE,"",NT,LC,輕度,t0098884,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098884
t0086251,Subspecies,t0098886,Sinosuthora webbiana bulomacha,native,TRUE,"",EN,"","",t0098886,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086251
t0098886,Species,t0016485,Sinosuthora webbiana,native,TRUE,"",EN,LC,"",t0098886,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098886
t0032907,Subspecies,t0098905,Sitta europaea formosana,native,TRUE,"",NT,"","",t0098905,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0032907
t0098905,Species,t0016516,Sitta europaea,native,TRUE,"",NT,LC,"",t0098905,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098905
t0032992,Subspecies,t0098934,Spilornis cheela hoya,native,TRUE,II,LC,"","",t0098934,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0032992
t0098934,Species,t0016665,Spilornis cheela,native,TRUE,II,LC,LC,"",t0098934,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098934
t0033003,Subspecies,t0098940,Spizixos semitorques cinereicapillus,native,TRUE,"",LC,"","",t0098940,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0033003
t0086269,Subspecies,t0098940,Spizixos semitorques semitorques,native,TRUE,"",LC,"","",t0098940,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086269
t0098940,Species,t0016694,Spizixos semitorques,native,TRUE,"",LC,LC,"",t0098940,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098940
t0086286,Subspecies,t0098965,Stercorarius longicaudus pallescens,native,TRUE,"","","","",t0098965,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086286
t0098965,Species,t0016818,Stercorarius longicaudus,native,TRUE,"","",LC,"",t0098965,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098965
t0085110,Subspecies,t0098966,Thalasseus bergii cristatus,native,TRUE,II,LC,"","",t0098966,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085110
t0098966,Species,t0017385,Thalasseus bergii,native,TRUE,II,LC,LC,"",t0098966,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098966
t0086288,Subspecies,t0098967,Sterna dougallii bangsi,native,TRUE,II,LC,"","",t0098967,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086288
t0098967,Species,t0016822,Sterna dougallii,native,TRUE,II,LC,LC,"",t0098967,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098967
t0086289,Subspecies,t0098968,Sterna hirundo longipennis,native,TRUE,"",LC,"","",t0098968,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086289
t0086290,Subspecies,t0098968,Sterna hirundo minussensis,native,TRUE,"",LC,"","",t0098968,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086290
t0098968,Species,t0016822,Sterna hirundo,native,TRUE,"",LC,LC,"",t0098968,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098968
t0100990,Subspecies,t0098968,Sterna hirundo hirundo,native,TRUE,"",LC,"","",t0098968,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0100990
t0100991,Subspecies,t0098968,Sterna hirundo tibetana,native,TRUE,"",LC,"","",t0098968,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0100991
t0086291,Subspecies,t0098969,Sterna sumatrana sumatrana,native,TRUE,II,LC,"","",t0098969,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086291
t0098969,Species,t0016822,Sterna sumatrana,native,TRUE,II,LC,LC,"",t0098969,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098969
t0086292,Subspecies,t0098970,Sternula albifrons sinensis,native,TRUE,II,NT,"","",t0098970,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086292
t0098970,Species,t0016827,Sternula albifrons,native,TRUE,II,NT,LC,"",t0098970,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098970
t0086299,Subspecies,t0098989,Streptopelia orientalis orientalis,native,TRUE,"",LC,"","",t0098989,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086299
t0086300,Subspecies,t0098989,Streptopelia orientalis orii,native,TRUE,"",LC,"","",t0098989,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086300
t0098989,Species,t0016885,Streptopelia orientalis,native,TRUE,"",LC,LC,"",t0098989,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098989
t0086301,Subspecies,t0098990,Streptopelia tranquebarica humilis,native,TRUE,"",LC,"","",t0098990,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086301
t0098990,Species,t0016885,Streptopelia tranquebarica,native,TRUE,"",LC,LC,"",t0098990,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098990
t0033093,Subspecies,t0098991,Strix leptogrammica caligata,native,TRUE,II,NT,"","",t0098991,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0033093
t0098991,Species,t0016896,Strix leptogrammica,native,TRUE,II,NT,LC,"",t0098991,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098991
t0033094,Subspecies,t0098992,Strix nivicolum yamadae,native,TRUE,II,NT,"","",t0098992,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0033094
t0098992,Species,t0016896,Strix nivicolum,native,TRUE,II,NT,LC,"",t0098992,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098992
t0086307,Subspecies,t0099000,Sturnus vulgaris poltaratskyi,native,TRUE,"","","","",t0099000,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086307
t0099000,Species,t0016913,Sturnus vulgaris,native,TRUE,"","",LC,"",t0099000,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099000
t0086309,Subspecies,t0099004,Sula dactylatra personata,native,TRUE,"","","","",t0099004,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086309
t0099004,Species,t0016956,Sula dactylatra,native,TRUE,"","",LC,"",t0099004,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099004
t0033129,Subspecies,t0099005,Sula leucogaster plotus,native,TRUE,"",LC,"","",t0099005,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0033129
t0099005,Species,t0016956,Sula leucogaster,native,TRUE,"",LC,LC,"",t0099005,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099005
t0100993,Subspecies,t0099005,Sula leucogaster brewsteri,native,TRUE,"",LC,"","",t0099005,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0100993
t0033130,Subspecies,t0099006,Sula sula rubripes,native,TRUE,"","","","",t0099006,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0033130
t0099006,Species,t0016956,Sula sula,native,TRUE,"","",LC,"",t0099006,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099006
t0099007,Species,t0016973,Surniculus lugubris,native,TRUE,"","",LC,"",t0099007,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099007
t0103450,Subspecies,t0099007,Surniculus lugubris barussarum,native,TRUE,"","","","",t0099007,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0103450
t0086310,Subspecies,t0099008,Sus scrofa taivanus,native,TRUE,"",LC,"","",t0099008,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086310
t0099008,Species,t0016974,Sus scrofa,native,TRUE,"",LC,LC,"",t0099008,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099008
t0086311,Subspecies,t0099009,Suthora verreauxi morrisoniana,native,TRUE,"",LC,"","",t0099009,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086311
t0099009,Species,t0016976,Suthora verreauxi,native,TRUE,"",LC,LC,"",t0099009,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099009
t0086312,Subspecies,t0099015,Sympetrum baccha baccha,native,TRUE,"","","","",t0099015,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086312
t0099015,Species,t0016997,Sympetrum baccha,native,TRUE,"","",LC,"",t0099015,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099015
t0086313,Subspecies,t0099016,Sympetrum eroticum ardens,native,TRUE,"","","","",t0099016,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086313
t0099016,Species,t0016997,Sympetrum eroticum,native,TRUE,"","",LC,"",t0099016,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099016
t0086314,Subspecies,t0099025,Synthliboramphus antiquus microrhynchos,native,TRUE,"","","","",t0099025,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086314
t0099025,Species,t0017044,Synthliboramphus antiquus,native,TRUE,"","",LC,"",t0099025,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099025
t0086319,Subspecies,t0099045,Tachybaptus ruficollis poggei,native,TRUE,"",LC,"","",t0099045,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086319
t0099045,Species,t0017080,Tachybaptus ruficollis,native,TRUE,"",LC,LC,"",t0099045,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099045
t0085023,Subspecies,t0099072,Taraka hamada isona,native,TRUE,"","","","",t0099072,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085023
t0085024,Subspecies,t0099072,Taraka hamada thalaba,native,TRUE,"",LC,"","",t0099072,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085024
t0099072,Species,t0017211,Taraka hamada,native,TRUE,"",LC,"","",t0099072,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0099072
t0086328,Subspecies,t0099074,Tarsiger cyanurus cyanurus,native,TRUE,"",LC,"","",t0099074,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086328
t0099074,Species,t0017219,Tarsiger cyanurus,native,TRUE,"",LC,LC,"",t0099074,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099074
t0084646,Subspecies,t0099079,Telchinia issoria formosana,native,TRUE,"",NT,"","",t0099079,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084646
t0099079,Species,t0093841,Telchinia issoria,native,TRUE,"",NT,"","",t0099079,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0099079
t0100996,Subspecies,t0099079,Telchinia issoria issoria,native,TRUE,"","","","",t0099079,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0100996
t0085026,Subspecies,t0099081,Telicota colon hayashikeii,native,TRUE,"",NT,"","",t0099081,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085026
t0085027,Subspecies,t0099081,Telicota colon stinga,native,TRUE,"","","","",t0099081,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085027
t0099081,Species,t0017259,Telicota colon,native,TRUE,"",NT,"","",t0099081,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0099081
t0086338,Subspecies,t0099094,Terpsiphone atrocaudata atrocaudata,native,TRUE,II,NT,"","",t0099094,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086338
t0086339,Subspecies,t0099094,Terpsiphone atrocaudata illex,native,TRUE,II,NT,"","",t0099094,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086339
t0086340,Subspecies,t0099094,Terpsiphone atrocaudata periophthalmica,native,TRUE,II,NT,"","",t0099094,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086340
t0099094,Species,t0017325,Terpsiphone atrocaudata,native,TRUE,II,NT,LC,"",t0099094,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099094
t0086346,Subspecies,t0099110,Thalasseus sandvicensis sandvicensis,native,TRUE,"","","","",t0099110,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086346
t0099110,Species,t0017385,Thalasseus sandvicensis,native,TRUE,"","",LC,"",t0099110,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099110
t0086356,Subspecies,t0099138,Thiara scabra scabra,native,TRUE,"","","","",t0099138,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086356
t0086357,Subspecies,t0099138,Thiara scabra subplicatulus,native,TRUE,"","","","",t0099138,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086357
t0099138,Species,t0017439,Thiara scabra,native,TRUE,"","",LC,"",t0099138,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099138
t0086360,Subspecies,t0099144,Threskiornis aethiopicus aethiopicus,invasive,TRUE,"","","","",t0099144,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086360
t0099144,Species,t0017459,Threskiornis aethiopicus,invasive,TRUE,"","",LC,"",t0099144,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099144
t0086366,Subspecies,t0099187,Todiramphus chloris collaris,native,TRUE,"","","","",t0099187,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086366
t0099187,Species,t0017548,Todiramphus chloris,native,TRUE,"","",LC,"",t0099187,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099187
t0033457,Subspecies,t0099216,Trachemys scripta elegans,invasive,TRUE,"",,LC,"",t0099216,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0033457
t0086368,Subspecies,t0099216,Trachemys scripta scripta,cultured,TRUE,"","","","",t0099216,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0086368
t0099216,Species,t0017619,Trachemys scripta,cultured,TRUE,"",,LC,"",t0099216,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0099216
t0033457,Subspecies,t0099216,Trachemys scripta elegans,invasive,TRUE,"",,LC,"",t0099216,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0033457
t0086368,Subspecies,t0099216,Trachemys scripta scripta,cultured,TRUE,"","","","",t0099216,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086368
t0099216,Species,t0017619,Trachemys scripta,cultured,TRUE,"",,LC,"",t0099216,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099216
t0086369,Subspecies,t0099219,Tramea transmarina euryale,native,TRUE,"","","","",t0099219,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086369
t0086370,Subspecies,t0099219,Tramea transmarina propinqua,native,TRUE,"","","","",t0099219,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086370
t0099219,Species,t0017641,Tramea transmarina,native,TRUE,"","",LC,"",t0099219,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099219
t0086374,Subspecies,t0099232,Treron formosae formosae,native,TRUE,II,VU,"","",t0099232,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086374
t0086375,Subspecies,t0099232,Treron formosae medioximus,native,TRUE,II,VU,"","",t0099232,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086375
t0099232,Species,t0017655,Treron formosae,native,TRUE,II,VU,NT,"",t0099232,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099232
t0086376,Subspecies,t0099233,Treron sieboldii sieboldii,native,TRUE,"",LC,"","",t0099233,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086376
t0099233,Species,t0017655,Treron sieboldii,native,TRUE,"",LC,LC,"",t0099233,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099233
t0085092,Subspecies,t0099421,Bolboschoenus maritimus subsp. affinis,native,TRUE,"",LC,"","",t0099421,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085092
t0099421,Species,t0023298,Bolboschoenus maritimus,native,TRUE,"",LC,LC,"",t0099421,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099421
t0085688,Subspecies,t0099667,Gallus gallus domesticus,cultured,TRUE,"","","","",t0099667,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085688
t0099667,Species,t0026077,Gallus gallus,cultured,TRUE,"","",LC,"",t0099667,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099667
t0085154,Subspecies,t0099745,Abroscopus albogularis fulvifacies,native,TRUE,"",LC,"","",t0099745,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085154
t0099745,Species,t0009232,Abroscopus albogularis,native,TRUE,"",LC,LC,"",t0099745,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099745
t0085160,Subspecies,t0099755,Accipiter badius poliopsis,native,TRUE,II,"","","",t0099755,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085160
t0099755,Species,t0009301,Accipiter badius,native,TRUE,II,"",LC,"",t0099755,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0099755
t0057534,Subspecies,t0099756,Accipiter gentilis fujiyamae,native,TRUE,II,"","","",t0099756,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0057534
t0085161,Subspecies,t0099756,Accipiter gentilis schvedowi,native,TRUE,II,"","","",t0099756,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085161
