TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
Bolboschoenus maritimus affinis,1,t0085092,accepted
Carex alopecuroides subtransversa,1,t0052808,not-accepted
Carex dolichostachya trichosperma,1,t0052858,not-accepted
Carex gentilis nakaharae,1,t0087360,accepted
Carex gentilis nakaharae,2,,
Carex grallatoria heteroclita,1,t0058727,accepted
Carex grallatoria heteroclita,2,t0058727,not-accepted
Carex manca takasagoana,1,t0052841,accepted
Carex mitrata aristata,1,t0087361,accepted
Carex mitrata aristata,2,t0087361,not-accepted
Carex tristachya pocilliformis,1,t0058731,accepted
Carex tristachya pocilliformis,2,t0058731,not-accepted
Cyperus imbricatus imbricatus,1,t0084592,accepted
Cyperus imbricatus elongatus,1,t0058912,accepted
Cyperus malaccensis malaccensis,1,t0102094,accepted
Cyperus malaccensis monophyllus,1,t0053266,accepted
Cyperus nutans subprolixus,1,t0085096,accepted
Cyperus nutans subprolixus,2,t0085096,not-accepted
Eleocharis congesta japonica,1,t0057314,accepted
Eleocharis congesta japonica,2,,
Eleocharis congesta subvivipara,1,t0086789,accepted
Eleocharis congesta thermalis,1,t0102247,accepted
Eleocharis dulcis dulcis,1,t0086790,accepted
Eleocharis dulcis tuberosa,1,t0057315,accepted
Fimbristylis aestivalis aestivalis,1,t0057373,accepted
Fimbristylis aestivalis esquarrosa,1,t0057374,accepted
Fimbristylis ferruginea ferruginea,1,t0057377,accepted
Fimbristylis ferruginea anpinensis,1,t0057376,accepted
Fimbristylis littoralis koidzumiana,1,t0053703,accepted
Fimbristylis tristachya subbispicata,1,t0057381,accepted
Rhynchospora rugosa brownii,1,t0055100,accepted
Schoenus nitens nitens,1,t0084626,accepted
Agrostis infirma infirma,1,t0033656,accepted
Agrostis infirma arisan-montana,,,
Agrostis infirma formosana,1,t0033654,accepted
Agrostis infirma fukuyamae,1,t0033655,accepted
Anthoxanthum horsfieldii formosanum,1,t0040195,accepted
Arrhenatherum elatius variegatum,1,t0087626,accepted
Arundo donax coleotricha,1,t0040279,not-accepted
Arundo donax versiocolor,,,
Bambusa beecheyana pubescens,1,t0086637,accepted
Bambusa pachinensis hirsutissima,1,t0040331,accepted
Bambusa vulgaris vulgaris,1,t0040334,accepted
Bambusa vulgaris striata,1,t0040333,accepted
Bothriochloa bladhii punctata,1,t0052745,accepted
Bromus remotiflorus piananensis,1,t0106531,accepted
Capillipedium parviflorum spicigerum,1,t0086665,accepted
Chloris divaricata divaricata,1,t0058784,accepted
Coix lacryma-jobi formosana,,,
Coix lacryma-jobi maxima,,,
Coix lacryma-jobi mayuen,,,
Cymbopogon tortilis goeringii,1,t0086764,accepted
Digitaria radicosa radicosa,1,t0086784,accepted
Digitaria radicosa hirsuta,1,t0086783,accepted
Eccoilopus formosanus tohoensis,1,[],
Echinochloa crus-galli formosensis,,,
Echinochloa crus-galli oryzicola,,,
Echinochloa crus-galli praticola,,,
Festuca rubra niitakensis,1,t0053687,not-accepted
Hordeum vulgare nudum,,,
Imperata cylindrica major,1,t0087378,accepted
Ischaemum aristatum aristatum,1,t0086858,accepted
Ischaemum barbatum gibbum nodulosum,,,
Leptochloa fusca fascicularis,1,t0054213,accepted
Leptochloa fusca uninervia,1,t0054214,accepted
Oplismenus compositus compositus,,,
Oryza sativa glutinosa,,,
Phyllostachys pubescens heterocycla,,,
Schizachyrium fragile shimadae,1,t0087036,accepted
Setaria viridis pycnocoma,1,t0055330,not-accepted
Setaria viridis pachystachys,1,t0055330,not-accepted
Sorghum bicolor verticilliflorum,,,
Sorghum nitidum aristatum,1,t0087758,accepted
Spodiopogon tainanensis hayatae,1,t0055441,not-accepted
Spodiopogon tainanensis hogoensis,1,t0055441,not-accepted
Spodiopogon tainanensis hogoensis,2,,
Spodiopogon tainanensis takeoi,1,t0055441,not-accepted
Spodiopogon tainanensis takeoi,2,,
Sporobolus indicus major,1,t0087393,accepted
Thaumastochloa cochinchinensis shimadana,1,t0055586,not-accepted
Themeda caudata matsudae,1,t0086554,not-accepted
Trisetum spicatum formosanum,1,t0087097,accepted
Zea mays rugosa,1,t0087116,accepted
Chaetochloa italica germanica,1,t0055324,not-accepted
Corydalis pallida sparsimamma,1,t0058865,accepted
Stauntonia obovata angustata,1,t0103677,accepted
Cocculus sarmentosus stenophyllus,,,
Stephania japonica hispidula,1,t0087062,accepted
Stephania japonica japonica,1,t0087063,accepted
Aconitum fukutomei fukutomei,1,t0086593,accepted
Aconitum fukutomei formosanum,1,t0086592,accepted
Clematis chinensis tatushanensis,1,t0087366,accepted
Clematis gouriana lishanensis,1,t0085094,accepted
Clematis henryi morii,1,t0086692,accepted
Clematis henryi morii,2,,
Clematis parviloba bartlettii,1,t0053052,accepted
Clematis parviloba bartlettii,2,t0053052,not-accepted
Clematis parviloba bartlettii,3,,
Clematis tashiroi huangii,1,t0087367,accepted
Clematis terniflora garanbiensis,1,t0086693,accepted
Clematis uncinata okinawensis,1,t0058832,accepted
Clematis japonica simsii,,,
Thalictrum javanicum puberulum,1,t0087396,accepted
Thalictrum urbainii majus,1,t0086553,not-accepted
Buxus microphylla sinica,1,t0084584,accepted
Buxus microphylla sinica,2,t0072950,misapplied
Buxus microphylla sinica tarokoensis,1,t0087357,accepted
Loropetalum chinense rubrum,,,
Chrysosplenium lanuginosum formosanum,1,t0058808,accepted
Ampelopsis brevipedunculata ciliata,1,t0052590,not-accepted
Ampelopsis brevipedunculata hancei,1,t0086610,accepted
Ampelopsis cantoniensis leecoides,1,t0086612,accepted
Ampelopsis glandulosa heterophylla,1,t0052590,not-accepted
Parthenocissus himalayana rubrifolia,1,t0086926,accepted
Vitis flexuosa parvifolia,1,t0087670,accepted
Vitis thunbergii taiwaniana,1,t0087348,accepted
Aeschynomene americana glandulosa,1,t0033622,accepted
Alysicarpus vaginalis taiwanensis,1,t0086608,accepted
Amphicarpaea bracteata edgeworthii japonica,1,t0086613,accepted
Bauhinia variegata candida,1,t0040356,not-accepted
Bauhinia aculeate grandiflora,,,
Campylotropis macrocarpa hupehensis,1,[],
Campylotropis macrocarpa hupehensis,2,[],
Desmodium heterocarpon strigosum,1,t0086563,not-accepted
Dolichos trilobus kosyunensis,1,t0102255,accepted
Entada phaseoloides tonkinensis,1,t0046111,not-accepted
Entada pursaetha formosana,1,t0046112,not-accepted
Erythrina indica picta,,,
Galactia tenuiflora tenuiflora,1,t0057443,accepted
Galactia tenuiflora villosa,1,t0057444,accepted
Glycine max formosana,1,t0084597,accepted
Hylodesmum podocarpum oxyphyllum,1,t0058043,accepted
Lespedeza thunbergii formosa,1,t0058149,accepted
Lespedeza bicolor japonica,1,t0054217,not-accepted
Lotus corniculatus japonicus,1,t0085099,not-accepted
Lotus corniculatus japonicus,2,t0085099,accepted
Medicago minima brevispina,,,
Millettia pulchra microphylla,1,t0086899,accepted
Mucuna gigantea tashiroi,1,t0084608,accepted
Mucuna pruriens pruriens,1,t0058577,accepted
Mucuna pruriens utilis,1,t0058578,accepted
Phaseolus coccineus albonanus,,,
Phaseolus radiatus flexuosus,,,
Pueraria lobata thomsonii,1,t0084621,not-accepted
Pueraria lobata thomsonii,2,t0084621,not-accepted
Pueraria phaseoloides javanica,,,
Tadehagi triquetrum pseudotriquetrum,1,t0058341,accepted
Tephrosia purpurea glabra,,,
Vicia sativa nigra,1,t0057484,accepted
Vigna angularis nipponensis,1,t0057487,accepted
Vigna minima minima,1,t0102258,accepted
Vigna minima minor,1,t0087105,accepted
Vigna radiata sublobata,1,t0049308,accepted
Vigna unguiculata sesquipedalis,1,t0057490,accepted
Vigna vexillata tsusimensis,1,t0087106,accepted
Glycyrrhiza glabra glandulifera,,,
Eriobotrya deflexa buisanensis,1,t0087642,accepted
Eriobotrya deflexa buisanensis,2,t0087642,not-accepted
Eriobotrya deflexa koshunensis,1,t0087642,not-accepted
Eriobotrya deflexa koshunensis,2,t0087642,not-accepted
Osteomeles anthyllidifolia subrotunda,1,t0058670,accepted
Osteomeles anthyllidifolia subrotunda,2,t0058670,not-accepted
Photinia serratifolia serratifolia,1,t0102116,accepted
Photinia serratifolia ardisiifolia,1,t0058989,accepted
Photinia serratifolia lasiopetala,1,t0058991,accepted
Photinia serratifolia daphniphylloides,1,t0058990,accepted
Potentilla matsumurae pilosa,1,t0102120,accepted
Prunus japonica multiplex,,,
Prunus phaeosticta ilicifolia,1,t0086962,accepted
Prunus spinulosa globosa,,,
Prunus serrulata classica,,,
Prunus serrulata purpurascens,,,
Rhaphiolepis indica impressivena,,,
Rosa bracteata bracteata,1,t0086980,accepted
Rosa bracteata scabricaulis,1,t0059199,accepted
Rosa lucieae rosea,,,
Rosa multiflora formosana,1,t0055119,not-accepted
Rosa sambucina wushaniana,,,
Rosa sericea morrisonensis,1,t0059200,accepted
Rosa centifolia pomponia,,,
Rosa chinensis semperflorens,,,
Rubus buergeri pseudo-buergeri,,,
Rubus parvifolius toapiensis,1,t0086537,accepted
Rubus pseudoacer flexuosus,1,t0084623,accepted
Rubus pseudoacer flexuosus,2,t0084623,not-accepted
Rubus pungens oldhamii,1,t0055152,accepted
Rubus taitoensis aculeatiflorus,1,t0102129,accepted
Sanguisorba officinalis longifolia,1,t0058184,accepted
Spiraea prunifolia pseudoprunifolia,1,t0058284,accepted
Elaeagnus oldhamii nakaii,,,
Berchemia racemosa magna,1,t0072855,not-accepted
Rhamnus chingshuiensis chingshuiensis,1,t0102123,accepted
Rhamnus chingshuiensis tashanensis,1,t0087389,accepted
Sageretia thea thea,1,t0058179,accepted
Sageretia thea taiwaniana,1,t0058178,accepted
Ziziphus jujuba jujuba,,,
Ziziphus vulgaris pinosus,,,
Cannabis sativa indica,,,
Ficus cumingii terminalifolia,1,t0046295,accepted
Ficus elastica variegata,,,
Ficus erecta beecheyana,1,t0046297,accepted
Ficus fistulosa benguetensis,1,t0046301,accepted
Ficus formosana shimadae,1,t0087644,accepted
Ficus microcarpa crassifolia,1,t0086533,accepted
Ficus microcarpa fuyuensis,1,t0087372,accepted
Ficus microcarpa oluangpiensis,1,t0087373,accepted
Ficus microcarpa pusillifolia,1,t0087374,accepted
Ficus pedunculosa mearnsii,1,t0046308,accepted
Ficus pumila awkeotsang,1,t0046312,accepted
Ficus ruficaulis antaoensis,1,t0046313,accepted
Ficus tannoensis rhombifolia,1,t0087645,accepted
Ficus drupacea pubescens,,,
Boehmeria blinii podocarpa,1,t0040399,not-accepted
Boehmeria nivea tenacissima,1,t0086646,accepted
Droguetia iners urticoides,1,t0053447,accepted
Elatostema lineolatum majus,1,t0087370,accepted
Elatostema sessile cuspidatum,1,[],
Gonostegia pentandra hypericifolia,1,t0124142,accepted
Pilea aquarum brevicornuta,1,t0059004,accepted
Pilea peploides peploides,1,t0086948,accepted
Pilea peploides major,1,t0086947,accepted
Quercus aliena acutiserrata,1,t0106432,accepted
Quercus glandulifera brevipetiolata,1,t0059148,accepted
Quercus serrata brevipetiolata,1,t0059148,not-accepted
Coriaria japonica intermedia,1,t0058863,accepted
Lagenaria leucantha depressa,,,
Lagenaria leucantha gourda,,,
Lagenaria leucantha microcarpa,,,
Begonia formosana albomaculata,1,t0087756,accepted
Euonymus japonicus aureo-variegatus,,,
Euonymus striata alatus,,,
Oxalis acetocella griffithii,1,t0084611,not-accepted
Oxalis variabilis alba,,,
Oxalis variabilis rubra,,,
Elaeocarpus sphaericus hayatae,1,t0086787,accepted
Elaeocarpus sylvestris lanyuensis,1,t0087369,not-accepted
Elaeocarpus sylvestris sylvestris,1,t0053494,accepted
Hypericum geminiflorum simplicistylum,1,t0058051,accepted
Hypericum geminiflorum simplicistylum,2,,
Viola adenothrix tsugitakaensis,1,t0087108,accepted
Viola formosana stenopetala,1,t0087109,accepted
Viola inconspicua nagasakiensis,1,t0057491,accepted
Viola nagasawae pricei,1,t0087110,not-accepted
Viola obtusa tsuifengensis,1,t0087347,accepted
Viola verecunda radicans,1,t0049311,not-accepted
Salix fulvopubescens doii,1,t0058181,accepted
Salix fulvopubescens tagawana,1,t0086988,accepted
Salix taiwanalpina morrisonicola,1,t0086989,accepted
Salix taiwanalpina takasagoalpina,1,t0086991,accepted
Salix purpurea angustifolia,,,
Acalypha indica indica,1,t0086586,accepted
Acalypha indica minima,1,t0033555,accepted
Acalypha wilkesiana macafeana,,,
Acalypha wilkesiana macrophylla,1,t0033559,not-accepted
Acalypha wilkesiana musaica,,,
Acalypha godseffiana heterophylla,1,t0033559,not-accepted
Alchornea trewioides formosae,1,t0033682,accepted
Codiaeum variegatum ambiguum,,,
Codiaeum variegatum appediculatum,,,
Codiaeum variegatum cornutum,,,
Codiaeum variegatum crispum,,,
Codiaeum variegatum lobatum,,,
Codiaeum variegatum platyphyllum,,,
Codiaeum variegatum taeniosum,,,
Euphorbia milii splendens,,,
Euphorbia milii tananarive,,,
Euphorbia milii tuleaiensis,,,
Excoecaria bicolor purpurascens,1,t0053672,not-accepted
Pedilanthus tithymaloides smallii,,,
Pedilanthus tithymaloides variegatus cuculatus,,,
Antidesma japonicum acutisepalum,1,t0040198,accepted
Antidesma japonicum densiflorum,1,t0086625,accepted
Antidesma pentandrum barbatum,1,t0040199,not-accepted
Breynia officinalis officinalis,1,t0086653,accepted
Glochidion zeylanicum lanceolatum,1,t0057942,accepted
Glochidion zeylanicum tomentosum,1,t0057943,accepted
Phyllanthus urinaria nudicarpus,1,t0085101,accepted
Geranium nepalense thunbergii,1,t0057934,accepted
Geranium nepalense thunbergii,2,t0057934,not-accepted
Trapa bicornis taiwanensis,1,t0055638,not-accepted
Circaea alpina imaicola,1,t0084590,accepted
Circaea alpina imaicola,2,t0084590,not-accepted
Circaea alpina imaicola,3,,
Epilobium brevifolium trichoneurum,1,t0053538,accepted
Fuchsia magellanica globosa,,,
Syzygium densinervium insulare,1,t0087394,not-accepted
Leptospermum scoparium rotundifolium,,,
Bredia hirsuta rotundifolia,1,t0052750,accepted
Sarcopyramis napalensis delicata,1,t0086995,accepted
Rhus chinensis roxburghii,1,t0086975,accepted
Rhus succedanea dumoutieri,1,t0087390,accepted
Toxicodendron radicans negundo,,,
Toxicodendron radicans oriental,,,
Toxicodendron radicans pubens,,,
Acer palmatum pubescens,1,t0086589,accepted
Acer palmatum pubescens,2,,
Acer tutcheri shimadae,1,[],
Citrus grandis buntan,,,
Citrus grandis hakunikuyu,,,
Citrus maxima banyu,,,
Citrus maxima buntan,,,
Citrus maxima hakunikuyu,,,
Citrus maxima hakuyu,,,
Citrus maxima jiyu,,,
Citrus maxima mitsuyu,,,
Citrus maxima santoyu,,,
Citrus maxima soyu,,,
Citrus maxima uyoyu,,,
Citrus nobilis sunki,,,
Citrus sinensis brasiliensis,,,
Citrus tankan hairi,,,
Citrus tankan koshotankan,,,
Glycosmis parviflora erythrocarpa,1,t0086832,accepted
Phellodendron amurense wilsonii,1,t0086945,accepted
Skimmia japonica distincte-venulosa distincte-venulosa,,,
Skimmia japonica distincte-venulosa orthoclada,,,
Zanthoxylum ailanthoides pubescens,1,t0087115,accepted
Ailanthus altissima tanakae,1,t0086603,not-accepted
Abelmoschus manihot pungens,1,t0052517,accepted
Abutilon guineense,1,t0086585,not-accepted
Corchorus aestuans brevicaulis,1,t0086729,accepted
Hibiscus indicus integrilobus,1,[],
Malva sylvestris mauritiana,,,
Sida javensis expilosa,1,t0084630,accepted
Sida rhombifolia insularis,1,t0084631,accepted
Sida rhombifolia maderensis,1,t0087043,accepted
Daphne kiusiana atrocaulis,1,t0086766,accepted
Capparis micracantha henryi,1,t0040622,accepted
Capparis sikkimensis formosana,1,t0084585,accepted
Crateva adansonii formosensis,1,t0053153,accepted
Cleome viscosa deglabrata,,,
Arabidopsis halleri gemmifera,1,t0052608,not-accepted
Arabidopsis halleri gemmifera,2,t0052608,accepted
Arabidopsis lyrata kamtschatica,1,t0085089,not-accepted
Brassica japonica indivisa,,,
Brassica japonica isena,,,
Brassica japonica suiguki-na,,,
Brassica oleracea acephala,,,
Brassica oleracea alboglabra,,,
Brassica oleracea botrytis,,,
Brassica oleracea capitata,1,t0040443,not-accepted
Brassica oleracea caulorapa,,,
Brassica oleracea gemmifera,,,
Brassica oleracea gongyloides,,,
Brassica oleracea italica,,,
Cardamine changbaiana,,,
Raphanus acanthiformis gigantissimus,,,
Raphanus acanthiformis horyo,,,
Raphanus acanthiformis miyashige,,,
Raphanus acanthiformis nerima,,,
Raphanus acanthiformis sempervinus,,,
Raphanus acanthiformis shogoin,,,
Raphanus sativus longipinnatus,1,t0055045,not-accepted
Raphanus sativus non-pinnatus,,,
Raphanus sativus radicula,1,t0055045,not-accepted
Taxillus limprichtii limprichtii,1,t0087067,accepted
Taxillus limprichtii longiflorus,1,t0087068,accepted
Taxillus lonicerifolius longifolius,1,t0087395,accepted
Taxillus lonicerifolius lonicerifolius,1,t0087069,accepted
Persicaria barbata barbata,1,t0058724,accepted
Persicaria barbata gracilis,1,t0086943,accepted
Rumex crispus japonicus,1,t0059215,not-accepted
Dianthus superbus taiwanensis,1,t0086771,accepted
Silene fortunei bilobata,1,t0058255,not-accepted
Stellaria media procera,1,t0087061,not-accepted
Stellaria media micrantha,1,t0058294,not-accepted
Stellaria monosperma japonica,1,t0052932,accepted
Stellaria monosperma taiwaniana,1,t0052932,not-accepted
Achyranthes aspera indica,1,t0033575,accepted
Achyranthes aspera rubrofusca,1,t0052533,not-accepted
Achyranthes aspera rubrofusca,2,t0052533,accepted
Achyranthes bidentata japonica,1,t0087349,accepted
Beta vulgaris rubra,,,
Chenopodium acuminatum virgatum,1,t0084589,accepted
Chenopodium album centrorubrum,1,t0052963,not-accepted
Portulaca oleracea granatus,1,t0086961,accepted
Echinocereus viridiflorus chloranthus,,,
Mammillaria prolifera mexicana,,,
Espostoa lanata sericata,,,
Gymnocalycium bruchii hossei,,,
Lobivia famatimensis densispina,,,
Notocactus submammulosus pampeanus,,,
Hydrangea cuspidata japonica,,,
Hydrangea scandens chinensis lobbii,,,
Schizophragma integrifolium fauriei,1,t0058035,not-accepted
Benthamidia japonica chinensis,1,t0085095,not-accepted
Adinandra formosana obtusissima,1,t0086601,accepted
Cleyera japonica longicarpa,1,t0086697,accepted
Cleyera japonica morii,1,t0086698,accepted
Cleyera japonica taipinensis,1,t0086700,accepted
Eurya nitida nanjenshanensis,1,t0087371,not-accepted
Ardisia cornudentata cornudentata,1,t0084578,accepted
Ardisia cornudentata morrisonensis,1,t0084579,accepted
Ardisia cornudentata morrisonensis stenosepala,1,t0099363,accepted
Ardisia crispa dielsii,1,t0061026,not-accepted
Embelia laeta papilligera,1,t0057317,accepted
Embelia laeta papilligera,2,,
Maesa perlaria perlaria,1,t0102307,accepted
Maesa perlaria formosana,1,t0086524,accepted
Camellia sinensis assamica,1,t0040586,not-accepted
Schima superba kankaoensis,1,t0087035,accepted
Symplocos cochinchinensis cochinchinensis,1,t0087065,accepted
Symplocos cochinchinensis philippinensis,1,t0058320,accepted
Symplocos congesta theifolia,1,t0105513,accepted
Shortia rotundifolia rotundifolia,1,t0058253,accepted
Shortia rotundifolia rotundifolia,2,t0058253,not-accepted
Shortia rotundifolia ritoensis,1,t0087040,accepted
Shortia rotundifolia subcordata,1,t0087041,accepted
Shortia rotundifolia transalpine,1,t0087042,not-accepted
Styrax formosanus hayataianus,1,t0087064,not-accepted
Styrax japonicus kotoensis,1,t0086549,accepted
Lyonia ovalifolia ovalifolia,1,t0086891,accepted
Lyonia ovalifolia lanceolata,1,t0058476,accepted
Vaccinium dunalianum caudatifolium,1,t0057470,accepted
Vaccinium japonicum lasiostemon,1,t0057471,accepted
Vaccinium wrightii wrightii,1,t0087101,accepted
Vaccinium wrightii formosanum,1,t0057472,accepted
Rhododendron ovatum ovatum,1,t0086972,accepted
Rhododendron ovatum lamprophyllum,1,t0086971,accepted
Rhododendron rubropilosum rubropilosum,1,t0086973,accepted
Rhododendron rubropilosum taiwanalpinum,1,t0086974,accepted
Aucuba chinensis fongfangshanensis,1,t0086636,accepted
Leptopetalum coreanum coreanum,,,
Oldenlandia corymbosa tereticaulis,,,
Neanotis kwangtungensis,1,[],
Gardenia jasminoides grandiflora,1,t0053766,not-accepted
Gardenia jasminoides radicans,1,t0053766,not-accepted
Gardenia angusta grandiflora,,,
Gardenia angusta ovalifolia,,,
Mussaenda macrophylla brevipilosa,1,t0086902,accepted
Pentas lanceolata coccinea,,,
Rubia akane akane,1,t0086985,accepted
Rubia akane erecta,1,t0059202,accepted
Damnacanthus angustifolius stenophyllus,1,t0053293,not-accepted
Damnacanthus angustifolius stenophyllus,2,,
Lasianthus appressihirtus appressihirtus,1,t0102046,accepted
Lasianthus appressihirtus maximus,1,t0086543,accepted
Lasianthus japonicus japonicus,1,t0058123,accepted
Lasianthus japonicus satsumensis,1,t0086874,accepted
Lasianthus obliquinervis obliquinervis,1,t0086875,accepted
Lasianthus obliquinervis simizui,1,t0086876,accepted
Lasianthus obliquinervis taitoensis,1,t0058124,accepted
Uncaria lanosa appendiculata,1,t0057464,accepted
Gentiana davidii formosana,1,t0057932,accepted
Gentiana flavomaculata yuanyanghuensis,1,t0087375,accepted
Gentiana scabrida punctulata,1,t0087376,accepted
Centaurium pulchellum altaicum,1,t0086672,accepted
Tripterospermum taiwanense alpinum,1,t0058454,not-accepted
Tripterospermum taiwanense alutaceofolium,1,t0055675,not-accepted
Tripterospermum taiwanense alutaceofolium,2,t0055675,not-accepted
Plumeria rubra acutifolia,,,
Allamanda cathartica hendersonii,,,
Allamanda cathartica williamsii,,,
Trigonotis formosana elevatovenosa,1,t0058452,not-accepted
Heliotropium procumbens depressum,1,t0074255,not-accepted
Heliotropium procumbens depressum,2,t0074255,not-accepted
Cordia aspera kanehirae,1,t0084591,accepted
Ipomoea carnea fistulosa,1,t0058075,accepted
Ipomoea pes-caprae brasiliensis,,,
Cuscuta japonica formosana,1,t0053217,accepted
Evolvulus alsinoides oblongus,,,
Lepistemon binectariferum trichocarpum,1,t0058138,accepted
Solanum melongena melongena,,,
Solanum seaforthianum album,,,
Solanum biflorum kotoensis,1,t0058473,not-accepted
Physalis alkekengi franchetii,,,
Capsicum annuum grossum,1,t0086666,accepted
Capsicum annuum annuum bicolor,,,
Capsicum annuum annuum incrassatum,,,
Capsicum annuum fasciculatum,,,
Capsicum frutescens frutescens,,,
Capsicum frutescens conoides,1,t0086667,accepted
Datura stramonium tatula,1,t0053302,accepted
Lycopersicon esculentum esculentum,1,t0086890,accepted
Lycopersicon esculentum cerasiforme,1,t0058266,accepted
Nemophila menziesii insignis,,,
Epithema taiwanensis taiwanensis,1,t0046144,not-accepted
Epithema taiwanensis fasciculata,1,t0046144,not-accepted
Lysionotus pauciflorus pauciflorus,1,t0086892,accepted
Lysionotus pauciflorus ikedae,1,t0058480,accepted
Rhynchoglossum obliquum hologlossum,1,t0086977,accepted
Callitriche palustris palustris,1,t0102085,accepted
Callitriche palustris oryzetorum,1,t0086664,accepted
Justicia procumbens procumbens,1,t0054136,accepted
Justicia procumbens hayatae,1,t0086866,accepted
Justicia procumbens hirsuta,1,t0086541,accepted
Justicia procumbens linearifolia,1,t0086867,accepted
Thunbergia alata aurantica,,,
Aphelandra aurantiaca roezlii,,,
Aphelandra squarrosa lousiae,,,
Asystasia gangetica gangetica,1,t0084580,accepted
Asystasia gangetica micrantha,1,t0085091,accepted
Pseuderanthemum carruthersii atropurpureum,,,
Utricularia vulgaris tenuicaulis,1,t0055716,not-accepted
Lantana camara mista,1,t0054169,not-accepted
Salvia formosana matsudae,1,t0086992,accepted
Salvia nipponica formosana,1,t0086993,accepted
Salvia viridis horminum,,,
Clerodendrum trichotomum fargesii,1,t0053068,not-accepted
Clerodendrum trichotomum ferrugineum,1,t0053068,not-accepted
Callicarpa formosana formosana,1,t0086662,accepted
Callicarpa formosana glabrata,1,t0087358,accepted
Callicarpa formosana longifolia,1,t0086663,accepted
Callicarpa formosana albiflora,,,
Callicarpa japonica luxurians,1,t0087359,accepted
Glechoma hederacea grandis,1,t0086831,accepted
Leonurus sibiricus albiflorus,,,
Lycopus lucidus formosanus,,,
Lycopus lucidus hirtus,1,t0054348,not-accepted
Mentha arvensis piperascens,1,t0084606,not-accepted
Mentha arvensis piperascens,2,t0084606,accepted
Mentha arvensis vulgaris,,,
Prunella vulgaris vulgaris,,,
Prunella vulgaris asiatica,1,t0084620,accepted
Prunella vulgaris asiatica,2,,
Prunella vulgaris asiatica nanhutashanensis,1,t0087388,accepted
Mosla dianthera nana,1,t0054501,not-accepted
Mimulus tenellus japonicus,1,t0086900,misapplied
Euphrasia transmorrisonensis transmorrisonensis,1,t0086807,accepted
Euphrasia transmorrisonensis durietziana,1,t0086806,accepted
Ilex sugerokii brevipedunculata,1,t0058070,accepted
Ilex sugerokii brevipedunculata,2,,
Ilex yunnanensis parvifolia,1,t0058071,accepted
Lobelia alsinoides hancei,1,t0054302,accepted
Adenophora morrisonensis morrisonensis,1,t0084577,accepted
Adenophora morrisonensis uehatae,1,t0052534,accepted
Adenophora triphylla angustifolia,1,t0033605,not-accepted
Codonopsis javanica japonica,1,t0058847,accepted
Codonopsis convolvulacea forrestii,,,
Codonopsis pilosula tangshen,,,
Senecio nemorensis dentatus,1,t0087039,accepted
Senecio scandens scandens,1,t0058244,accepted
Senecio scandens incisus,1,t0058243,accepted
Vernonia cinerea cinerea,1,t0057477,accepted
Vernonia cinerea parviflora,1,t0049269,accepted
Vernonia andersonii albipappa,,,
Eupatorium chinense tozanense,1,t0086804,accepted
Eupatorium clematideum clematideum,1,t0057344,accepted
Eupatorium clematideum gracillimum,1,t0086805,accepted
Eupatorium luchuense kiirunense,1,t0073922,not-accepted
Artemisia somae batakensis,1,t0086629,not-accepted
Cirsium japonicum australe,1,t0087363,accepted
Cirsium japonicum takaoense,1,t0087365,accepted
Bidens pilosa pilosa,1,t0086644,accepted
Bidens pilosa minor,1,t0040377,accepted
Bidens alba,1,[],
Aster ageratoides ovatus,,,
Aster subulatus sandwicensis,1,t0086634,accepted
Gnaphalium hypoleucum hypoleucum,1,t0086835,accepted
Gnaphalium hypoleucum amoyense,1,t0086834,accepted
Gnaphalium involucratum ramosum,1,t0086836,accepted
Gnaphalium involucratum simplex,1,t0086837,accepted
Gnaphalium luteoalbum luteoalbum,1,t0084598,accepted
Gnaphalium luteoalbum affine,1,t0057950,accepted
Solidago virgaurea leiocarpa,1,t0055397,not-accepted
Solidago virgaurea leiocarpa,2,t0055397,not-accepted
Erigeron canadensis pusilla,,,
Elephantopus scaber oblanceolata,1,t0053517,not-accepted
Erigeron morrisonensis morrisonensis,1,t0086794,accepted
Erigeron morrisonensis fukuyamae,1,t0086793,accepted
Helianthus debilis cucumerifolius,1,t0057989,accepted
Rudbeckia laciniata hortensis,,,
Dendranthema lavandulifolium tomentellum,1,t0086767,accepted
Adenostemma lavenia lavenia,1,t0102075,accepted
Adenostemma lavenia parviflorum,1,t0086600,accepted
Ainsliaea latifolia henryi,1,t0033661,accepted
Blumea riparia megacephala,1,t0087352,accepted
Centratherum punctatum fruticosum,1,t0085093,accepted
Crepidiastrum lanceolatum batakanense,1,t0053154,not-accepted
Erechtites hieraciifolius hieraciifolius,1,t0086792,accepted
Erechtites hieraciifolius cacalioides,1,t0053574,accepted
Farfugium japonicum japonicum,1,t0102222,accepted
Farfugium japonicum formosanum,1,t0086810,accepted
Farfugium japonicum nokozanense,1,t0086810,not-accepted
Gynura divaricata formosana,1,t0084599,accepted
Gynura cardunculus scolymus,,,
Hypochaeris albiflora,,,
Picris hieracioides morrisonensis,1,t0084613,accepted
Picris hieracioides ohwiana,1,t0084614,accepted
Wedelia biflora ryukyuensis,1,t0086557,not-accepted
Wedelia prostrata prostrata,1,t0057507,not-accepted
Wedelia prostrata robusta,1,t0057507,not-accepted
Youngia japonica japonica,1,t0084636,accepted
Youngia japonica formosana,1,t0084635,accepted
