TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
35d09f02-7a20-49f2-bec8-1c084c108412,family,Plantae,"",Marcgraviaceae,,,
41a41592-0dda-49e0-ba0a-af26ab45b60e,family,Plantae,"",Tetrameristaceae,,,
5ebdd74f-39e3-489b-bce9-a9ac678c723e,family,Plantae,"",Fouquieriaceae,,,
89f76cee-ad9b-4a85-97f5-569985e665c4,family,Plantae,"",Sladeniaceae,,,
0e421338-2896-4c1f-8b6e-646c16458d97,family,Plantae,"",Roridulaceae,,,
e36a769c-3390-45bd-9229-7a4e30239b74,family,Plantae,"",Clethraceae,,,
a2b3abaa-cb5e-4348-a200-8c5500e088d1,family,Plantae,"",Cyrillaceae,,,
9662117f-c9e0-4e9d-b112-c660ab2c6bf4,family,Plantae,"",Oncothecaceae,,,
de0160ea-5cee-465b-98bf-4ad379d57a4d,family,Plantae,"",Metteniusaceae,,,
7b73c75a-50b5-498a-9e7d-3481d6409cef,family,Plantae,"",Wellstediaceae,,,
fd2b37bb-e705-4f37-a16d-0f6d8e04ab36,family,Plantae,"",Codonaceae,,,
a61d1a66-8d3e-4a64-9951-738205a40c00,family,Plantae,"",Namaceae,,,
913b9b6a-31bb-4f03-8dda-2258820d65e4,family,Plantae,"",Lennoaceae,,,
e52bb610-fb3f-490a-bd91-ff7ebeb48db8,family,Plantae,"",Hoplestigmataceae,,,
7ae48123-b54e-4f23-9039-422dcbf14a4c,family,Plantae,"",Vahliaceae,,,
cd781ff4-f7f1-4047-81a9-6206b925e614,family,Plantae,"",Montiniaceae,,,
b43176b0-0812-42a8-be42-f41f96b09881,family,Plantae,"",Plocospermataceae,,,
b1629c73-6ab0-4bb5-95bf-9a92f234935c,family,Plantae,"",Carlemanniaceae,,,
069587af-6fcc-490e-8f89-508d63a15d66,family,Plantae,"",Tetrachondraceae,,,
50e3b7a3-c76c-47a1-8fae-06f39cf4c514,family,Plantae,"",Calceolariaceae,,,
38a76ce6-ffac-44df-b9b8-b3e70e7d56b6,family,Plantae,"",Stilbaceae,,,
87802527-4f63-4c6c-afa0-7e36aaf2e102,family,Plantae,"",Byblidaceae,,,
2105e15d-ceb1-4ab9-898d-1affce99a100,family,Plantae,"",Martyniaceae,,,
a5347d4e-535a-4a0e-adf8-697cfbce7b05,family,Plantae,"",Schlegeliaceae,,,
bce88f26-9ef8-4d6f-a1ce-0fba0acd92b7,family,Plantae,"",Thomandersiaceae,,,
6436b7b6-cc06-49ab-89d2-44bee2137a0c,family,Plantae,"",Phyllonomaceae,,,
5dd8623c-4c08-473e-8227-574a1f5615d4,family,Plantae,"",Rousseaceae,,,
3f4b84cd-7947-4a41-a4ce-8ddfbf53bc23,family,Plantae,"",Pentaphragmataceae,,,
549d1afb-3b04-47ee-8e8f-ef925c9ce21f,family,Plantae,"",Alseuosmiaceae,,,
429166c2-6b5c-4ace-9035-a3fe32b3d606,family,Plantae,"",Phellinaceae,,,
a94de07b-aae0-4760-a67c-9a73d92cd4a6,family,Plantae,"",Argophyllaceae,,,
3e9e77b7-082e-4b83-bd5f-8dcc67fa768e,family,Plantae,"",Calyceraceae,,,
5b1cc231-235f-4ad4-8f6b-04b8fbfaea2a,family,Plantae,"",Escalloniaceae,,,
54c0c86b-5ac5-4120-a08d-f544a0435b3d,family,Plantae,"",Columelliaceae,,,
7afff229-cc79-4f9e-b492-8f0071a381c2,family,Plantae,"",Bruniaceae,,,
095cb660-6b63-4a5f-baad-a4f87781d010,family,Plantae,"",Paracryphiaceae,,,
163b2732-74ae-4f64-aa54-1b764bfa26c0,family,Plantae,"",Pennantiaceae,,,
b1982df3-39bd-4820-9a89-47d1e45ee38f,family,Plantae,"",Torricelliaceae,,,
fe6088f7-9316-4c77-ac3d-37657e61fcf3,family,Plantae,"",Griseliniaceae,,,
32f034bd-d884-4bea-bbd5-5528c45f1d80,family,Plantae,"",Myodocarpaceae,,,
602bc697-4c11-43cf-aa0e-70acebd4c740,phylum,Chromista,"",Xanthophyta,,,
97ca4c09-f0f6-497c-b964-56845d4ecc7d,phylum,Chromista,"",Labyrinthulomycota,,,
05bc11b1-ca04-46f4-b394-e69aa382c9dd,class,Chromista,"",Chloromonadineae,,,
507db7e8-13f7-4284-b6a3-d8041dbe86e9,class,Fungi,"",Zygomycetes,,,
7eca81d5-f32a-42dd-8f76-115aa6bec06d,class,Fungi,"",Hyphomycetes,,,
a4a56d3a-2941-4520-9366-e4294aa90d3e,class,Fungi,"",Spizellomtces,,,
cb2dc40b-f346-4609-b484-1d5a2d84efda,order,Fungi,"",Aphyllophorales,,,
8006e86d-9252-4afd-bf6e-46bcf9d14200,order,Fungi,"",Sclerodermatales,,,
bf180942-04ed-4416-8c03-0bca159d3ba6,order,Fungi,"",Ceratobasidiales,,,
3d0b0ab5-0db1-4c64-86a2-021b9debe2b3,order,Fungi,"",Lycoperdales,,,
