taxonUUID,taxonRank,kingdom,taiCOLNameCode,tfNameCode,simplifiedScientificName,scientificName,reason,TT_URL
d419e737-9e98-443d-877f-f3d5e09b9cf3,subclass,Plantae,t0000562,"",Psilotidae,Psilotidae,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/d419e737-9e98-443d-877f-f3d5e09b9cf3
c85b5302-26d6-4fdd-be70-b3e39fc1c417,subclass,Plantae,t0000562,"",Ophioglossidae,Ophioglossidae,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/c85b5302-26d6-4fdd-be70-b3e39fc1c417
50e00070-143f-46d8-966f-0211c21f0ace,family,Plantae,t0002323,"",Dioscoreaceae,Dioscoreaceae,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/50e00070-143f-46d8-966f-0211c21f0ace
dc2848e6-48dd-47c5-a543-0e5325c6cf8a,family,Plantae,t0002323,"",Taccaceae,Taccaceae,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/dc2848e6-48dd-47c5-a543-0e5325c6cf8a
874d9919-9813-470a-8973-fb07926d7ba1,family,Fungi,t0003454,"",Polyporaceae,Polyporaceae,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/874d9919-9813-470a-8973-fb07926d7ba1
4591e472-9f58-42c4-ba74-609157e53218,family,Fungi,t0003454,"",Ganodermataceae,Ganodermataceae,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/4591e472-9f58-42c4-ba74-609157e53218
c3e6a6bd-29f0-476d-ac8c-9bc111cfa4e6,genus,Plantae,t0009032,"",Leptolepia,Leptolepia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/c3e6a6bd-29f0-476d-ac8c-9bc111cfa4e6
a22b4dfa-1623-4a3d-bc6b-3d10b8bb9c2a,genus,Plantae,t0009032,"",Oenotrichia,Oenotrichia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/a22b4dfa-1623-4a3d-bc6b-3d10b8bb9c2a
e0e38713-0e8c-4a0a-8661-1b64c4207c99,genus,Plantae,t0009032,"",Dennstaedtia,Dennstaedtia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/e0e38713-0e8c-4a0a-8661-1b64c4207c99
4ebdcad5-b566-49ba-97ce-ca293c38dbc4,genus,Plantae,t0024222,"",Magnolia,Magnolia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/4ebdcad5-b566-49ba-97ce-ca293c38dbc4
34372d0f-cf4b-4698-a8ba-69dbb91f3314,genus,Plantae,t0024222,"",Michelia,Michelia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/34372d0f-cf4b-4698-a8ba-69dbb91f3314
2dc58bd1-6800-4498-a187-176cb8be8a1e,genus,Plantae,t0023351,"",Calanthe,Calanthe,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/2dc58bd1-6800-4498-a187-176cb8be8a1e
8b3e89f0-39cd-4a7c-bf46-8f175e533fc5,genus,Plantae,t0023351,"",Cephalantheropsis,Cephalantheropsis,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/8b3e89f0-39cd-4a7c-bf46-8f175e533fc5
408d13e0-a269-4011-afc9-6b7d88e30a62,genus,Plantae,t0023351,"",Paraphaius,Paraphaius,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/408d13e0-a269-4011-afc9-6b7d88e30a62
bf7e6655-1598-4e9b-b51b-4651dfc3cc4c,genus,Plantae,t0023351,"",Phaius,Phaius,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/bf7e6655-1598-4e9b-b51b-4651dfc3cc4c
4275e08a-f3a6-43ef-a264-73dd83f25a4f,genus,Plantae,t0023351,"",Styloglossum,Styloglossum,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/4275e08a-f3a6-43ef-a264-73dd83f25a4f
74cf6f20-cb4d-4d1e-b22b-ca062565dd67,genus,Plantae,t0025085,"",Vanda,Vanda,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/74cf6f20-cb4d-4d1e-b22b-ca062565dd67
831a5291-4b24-4e9a-9fbc-fcfb5b14aeac,genus,Plantae,t0025085,"",Euanthe,Euanthe,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/831a5291-4b24-4e9a-9fbc-fcfb5b14aeac
66b33dc5-298d-4d97-a906-dfdf9c532ca9,genus,Plantae,t0002523,"",Campylandra,Campylandra,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/66b33dc5-298d-4d97-a906-dfdf9c532ca9
9db8652b-669d-4e5b-96bd-f76378cb4e5f,genus,Plantae,t0002523,"",Rohdea,Rohdea,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/9db8652b-669d-4e5b-96bd-f76378cb4e5f
30e83e13-7764-4bae-97db-60a9341dc098,genus,Plantae,t0002629,"",Breynia,Breynia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/30e83e13-7764-4bae-97db-60a9341dc098
d930584e-9040-4e5a-a6e8-2ba337312737,genus,Plantae,t0002629,"",Synostemon,Synostemon,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/d930584e-9040-4e5a-a6e8-2ba337312737
5b9d09e0-8743-4f09-9a4d-a0a81627017b,genus,Plantae,t0023832,"",Eutrema,Eutrema,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/5b9d09e0-8743-4f09-9a4d-a0a81627017b
ba0fcebf-ecb8-4df2-b6b5-894eaf75d81b,genus,Plantae,t0023832,"",Wasabia,Wasabia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/ba0fcebf-ecb8-4df2-b6b5-894eaf75d81b
1dacdd11-b3b5-477d-a888-221f94f2ce3f,genus,Plantae,t0002687,"",Cardiandra,Cardiandra,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/1dacdd11-b3b5-477d-a888-221f94f2ce3f
6050b164-f36e-4988-b009-0d77ff453cf6,genus,Plantae,t0002687,"",Hydrangea,Hydrangea,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/6050b164-f36e-4988-b009-0d77ff453cf6
6f1a6779-6e1e-4d01-ae0b-4cf09f4a59c6,genus,Plantae,t0002687,"",Pileostegia,Pileostegia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/6f1a6779-6e1e-4d01-ae0b-4cf09f4a59c6
983644c4-941f-4c3b-be84-7df623ea80c9,genus,Plantae,t0002687,"",Schizophragma,Schizophragma,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/983644c4-941f-4c3b-be84-7df623ea80c9
f6861ff4-e330-4b5a-88ee-8c41fcd68377,genus,Plantae,t0002688,"",Benthamidia,Benthamidia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/f6861ff4-e330-4b5a-88ee-8c41fcd68377
f6526d29-ca73-4e61-bbdb-8278c69fc17e,genus,Plantae,t0002688,"",Cornus,Cornus,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/f6526d29-ca73-4e61-bbdb-8278c69fc17e
4abe28e2-a08f-4f58-b75e-e38846c4b165,genus,Plantae,t0002696,"",Anagallis,Anagallis,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/4abe28e2-a08f-4f58-b75e-e38846c4b165
be24c702-d13e-4ca6-8764-2ead1fd4b6b2,genus,Plantae,t0002696,"",Lysimachia,Lysimachia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/be24c702-d13e-4ca6-8764-2ead1fd4b6b2
4e1684d6-43f7-403f-a704-3112173a774b,genus,Plantae,t0002696,"",Glaux,Glaux,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/4e1684d6-43f7-403f-a704-3112173a774b
a619041e-da1e-4666-8c74-e5829bd8bbff,genus,Plantae,t0002696,"",Trientalis,Trientalis,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/a619041e-da1e-4666-8c74-e5829bd8bbff
817c567f-a8ff-473f-9a3c-01ab56d0af81,genus,Plantae,t0002519,"",Tylophora,Tylophora,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/817c567f-a8ff-473f-9a3c-01ab56d0af81
cb603d38-7e95-4f0a-8cca-bc90f6753f46,genus,Plantae,t0002795,"",Heliotropium,Heliotropium,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/cb603d38-7e95-4f0a-8cca-bc90f6753f46
0d710e9d-a114-48fc-bc1c-e23047efa39a,species,Plantae,t0074122,"",Gloriosa superba,Gloriosa superba L.,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/0d710e9d-a114-48fc-bc1c-e23047efa39a
3e7404a6-6312-4440-8f17-63d4a4ba5fb3,infraspecies,Plantae,t0084633,"",Skimmia japonica distincte-venulosa orthoclada,Skimmia japonica subsp. distincte-venulosa (Hayata) T.C.Ho var. orthoclada,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/3e7404a6-6312-4440-8f17-63d4a4ba5fb3
0d0556eb-8aca-43e9-b8c3-73e441d9f07d,genus,Plantae,t0023205,"",Aptychella,Aptychella,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/0d0556eb-8aca-43e9-b8c3-73e441d9f07d
1eb8ceae-a575-4fe8-a39c-e0f65f8d52f2,genus,Plantae,t0023205,"",Clastobryopsis,Clastobryopsis,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/1eb8ceae-a575-4fe8-a39c-e0f65f8d52f2
b7268b71-85b9-4996-b26f-e2309a592474,genus,Plantae,t0002795,"",Tournefortia,Tournefortia,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/b7268b71-85b9-4996-b26f-e2309a592474
ee9daa7c-a46e-4549-9846-005c4765a4cb,genus,Plantae,t0002519,"",Vincetoxicum,Vincetoxicum,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/ee9daa7c-a46e-4549-9846-005c4765a4cb
9f2f33b0-35d4-4f20-a63b-14660926ec67,infraspecies,Plantae,t0084633,"",Skimmia japonica distincte-venulosa,Skimmia japonica subsp. distincte-venulosa (Hayata) T.C.Ho,taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/9f2f33b0-35d4-4f20-a63b-14660926ec67
9591ead2-8052-4758-99b9-3f801db24ef9,infraspecies,Plantae,t0074122,"",Gloriosa superba Greenii,Gloriosa superba 'Greenii',taiCOLNameCode重複,https://vvtaxatree.tbn.org.tw/taxa/9591ead2-8052-4758-99b9-3f801db24ef9
c81c2d9d-6ab5-461f-ba33-48c46fd7a98f,domain,"","","",Bacteria,Bacteria,學名重複,https://vvtaxatree.tbn.org.tw/taxa/c81c2d9d-6ab5-461f-ba33-48c46fd7a98f
fed1e06f-3d52-4f12-8dcf-7aeed0552eb0,class,Animalia,t0000473,"",Branchiopoda,Branchiopoda,學名重複,https://vvtaxatree.tbn.org.tw/taxa/fed1e06f-3d52-4f12-8dcf-7aeed0552eb0
a4bf4963-5d24-4e02-9b11-b8a2ce74bfab,class,Animalia,t0002887,"",Actinopterygii,Actinopterygii,學名重複,https://vvtaxatree.tbn.org.tw/taxa/a4bf4963-5d24-4e02-9b11-b8a2ce74bfab
57ec2a7c-cd34-44ad-b6d5-2bc4d5385c93,class,Animalia,t0002891,"",Chondrichthyes,Chondrichthyes,學名重複,https://vvtaxatree.tbn.org.tw/taxa/57ec2a7c-cd34-44ad-b6d5-2bc4d5385c93
6f82946d-471a-45a0-89db-86eb98ed24a8,class,Animalia,t0002890,"",Cestoda,Cestoda,學名重複,https://vvtaxatree.tbn.org.tw/taxa/6f82946d-471a-45a0-89db-86eb98ed24a8
381c9d62-c4ff-4d01-88ec-d825bd36d366,class,Animalia,t0000485,"",Collembola,Collembola,學名重複,https://vvtaxatree.tbn.org.tw/taxa/381c9d62-c4ff-4d01-88ec-d825bd36d366
33acf3ab-99be-4fe9-aa6d-c4d45853c9c7,order,Animalia,t0003078,"",Protura,Protura,學名重複,https://vvtaxatree.tbn.org.tw/taxa/33acf3ab-99be-4fe9-aa6d-c4d45853c9c7
40c2602a-1e39-472e-9310-123e599dc26f,order,Animalia,t0003088,"",Squamata,Squamata,學名重複,https://vvtaxatree.tbn.org.tw/taxa/40c2602a-1e39-472e-9310-123e599dc26f
04a87524-3ed5-495d-ab3e-a5689ba55487,order,Animalia,t0002064,"",Pholidota,Pholidota,學名重複,https://vvtaxatree.tbn.org.tw/taxa/04a87524-3ed5-495d-ab3e-a5689ba55487
7840f146-d98d-45c0-ae13-200ed61df406,order,Animalia,t0001656,"",Vetigastropoda,Vetigastropoda,學名重複,https://vvtaxatree.tbn.org.tw/taxa/7840f146-d98d-45c0-ae13-200ed61df406
8acc098c-8f02-4890-885b-256666018775,order,Animalia,t0001657,"",Scolecida,Scolecida,學名重複,https://vvtaxatree.tbn.org.tw/taxa/8acc098c-8f02-4890-885b-256666018775
79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3,order,Animalia,t0002075,"",Plecoptera,Plecoptera,學名重複,https://vvtaxatree.tbn.org.tw/taxa/79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3
b97f04e6-e040-43c4-a957-4c1d09c2094f,kingdom,Cryptista,"","",Cryptista,Cryptista,學名重複,https://vvtaxatree.tbn.org.tw/taxa/b97f04e6-e040-43c4-a957-4c1d09c2094f
37612a37-510c-4623-98d7-c9988cae908a,kingdom,Fungi,t0000008,"",Fungi,Fungi,學名重複,https://vvtaxatree.tbn.org.tw/taxa/37612a37-510c-4623-98d7-c9988cae908a
24f4d33d-6d95-4445-8b31-5fada01a4203,phylum,Chromista,t0000078,"",Cryptista,Cryptista,學名重複,https://vvtaxatree.tbn.org.tw/taxa/24f4d33d-6d95-4445-8b31-5fada01a4203
7e7d991e-7e79-4bc1-ae27-9e10aaa37159,phylum,Fungi,t0000086,"",Basidiomycota,Basidiomycota,學名重複,https://vvtaxatree.tbn.org.tw/taxa/7e7d991e-7e79-4bc1-ae27-9e10aaa37159
f2746330-97f2-46d7-8b3a-4c48d364dfe2,phylum,Fungi,t0000085,"",Ascomycota,Ascomycota,學名重複,https://vvtaxatree.tbn.org.tw/taxa/f2746330-97f2-46d7-8b3a-4c48d364dfe2
34ded212-a618-4d6c-bf75-b61bf92a390c,genus,Fungi,t0008417,"",Rhopographus,Rhopographus,學名重複,https://vvtaxatree.tbn.org.tw/taxa/34ded212-a618-4d6c-bf75-b61bf92a390c
963beb97-6539-43f0-9d59-79e39037cb65,genus,Fungi,t0007792,"",Japonia,Japonia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/963beb97-6539-43f0-9d59-79e39037cb65
07162fa8-253e-4db2-bd80-9299cf011b7a,genus,Animalia,t0016126,"",Scaphidium,Scaphidium,學名重複,https://vvtaxatree.tbn.org.tw/taxa/07162fa8-253e-4db2-bd80-9299cf011b7a
f79043bb-0265-4645-9f46-6d9f286bf745,genus,Fungi,t0007454,"",Dictyonella,Dictyonella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/f79043bb-0265-4645-9f46-6d9f286bf745
c1681d98-1571-4cfb-a7d5-549353bf8fd2,family,Animalia,"","",Cybaeidae,Cybaeidae,學名重複,https://vvtaxatree.tbn.org.tw/taxa/c1681d98-1571-4cfb-a7d5-549353bf8fd2
2fd599e9-f181-4634-b8b5-af5bed833d09,family,Animalia,"","",Prodidomidae,Prodidomidae,學名重複,https://vvtaxatree.tbn.org.tw/taxa/2fd599e9-f181-4634-b8b5-af5bed833d09
de1d8bfb-3271-428b-86cc-303471dc4040,kingdom,Bacteria,t0000005,"",Bacteria,Bacteria,學名重複,https://vvtaxatree.tbn.org.tw/taxa/de1d8bfb-3271-428b-86cc-303471dc4040
1f990f65-b360-43c9-ab2c-2e7ec9b1917d,genus,Animalia,t0012329,"",Cosella,Cosella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/1f990f65-b360-43c9-ab2c-2e7ec9b1917d
dd91addf-d615-4f32-996e-59c934fefcf4,genus,Animalia,t0012330,"",Cosella,Cosella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/dd91addf-d615-4f32-996e-59c934fefcf4
3316e7dc-d682-465d-8816-6b3c01f755a9,genus,Animalia,t0020305,"",Gustavia,Gustavia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/3316e7dc-d682-465d-8816-6b3c01f755a9
2fa10be7-79c4-4c25-8ad6-e6b3c2f5fdea,genus,Animalia,"","",Itatsina,Itatsina,學名重複,https://vvtaxatree.tbn.org.tw/taxa/2fa10be7-79c4-4c25-8ad6-e6b3c2f5fdea
f2f9c643-a583-4918-b0ff-5a2bc348b314,genus,Animalia,"","",Perisesarma,Perisesarma,學名重複,https://vvtaxatree.tbn.org.tw/taxa/f2f9c643-a583-4918-b0ff-5a2bc348b314
fa5a85b7-9570-4bcf-89c7-ba6249b7967a,genus,Animalia,t0009403,"",Actaea,Actaea,學名重複,https://vvtaxatree.tbn.org.tw/taxa/fa5a85b7-9570-4bcf-89c7-ba6249b7967a
f194eecd-8d8f-40f6-b764-38e579e67ca2,genus,Animalia,"","",Asthenognathus,Asthenognathus,學名重複,https://vvtaxatree.tbn.org.tw/taxa/f194eecd-8d8f-40f6-b764-38e579e67ca2
5dd79a54-e0c3-427b-bb1a-bd985e84999a,genus,Animalia,"","",Ranilia,Ranilia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/5dd79a54-e0c3-427b-bb1a-bd985e84999a
dd7858f4-5dc2-42ca-ab01-85b356179aae,genus,Animalia,t0021149,"",Ione,Ione,學名重複,https://vvtaxatree.tbn.org.tw/taxa/dd7858f4-5dc2-42ca-ab01-85b356179aae
9e8fa204-31c2-4cab-a221-435803e79287,genus,Animalia,t0011753,"",Chelonibia,Chelonibia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/9e8fa204-31c2-4cab-a221-435803e79287
ec9090fc-a7bd-4f3f-b82e-4c25dd544d13,genus,Animalia,t0011754,"",Chelonibia,Chelonibia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/ec9090fc-a7bd-4f3f-b82e-4c25dd544d13
9a1555e2-fb63-4063-8bec-6a755f824ba1,genus,Animalia,t0008911,"",Kurzia,Kurzia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/9a1555e2-fb63-4063-8bec-6a755f824ba1
904ac4b5-7a51-4cf2-8078-c3aff3526051,genus,Animalia,t0008785,"",Tydemania,Tydemania,學名重複,https://vvtaxatree.tbn.org.tw/taxa/904ac4b5-7a51-4cf2-8078-c3aff3526051
ad8170a9-a1c8-4c24-8847-d0fe674a1e0c,genus,Animalia,t0018460,"",Decodon,Decodon,學名重複,https://vvtaxatree.tbn.org.tw/taxa/ad8170a9-a1c8-4c24-8847-d0fe674a1e0c
c6afdfc3-bf18-4ceb-88b7-b28bfd8710b5,genus,Animalia,t0008789,"",Woodsia,Woodsia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/c6afdfc3-bf18-4ceb-88b7-b28bfd8710b5
a6b0bd81-b456-4290-b3f4-cf5cad8b8926,genus,Animalia,t0015956,"",Rondeletia,Rondeletia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/a6b0bd81-b456-4290-b3f4-cf5cad8b8926
41844a4d-2342-48bc-9630-4c01601e6989,genus,Animalia,t0011820,"",Chloris,Chloris,學名重複,https://vvtaxatree.tbn.org.tw/taxa/41844a4d-2342-48bc-9630-4c01601e6989
1c4ea7bc-39fe-4f15-bad1-426c0a5242ed,genus,Animalia,t0009376,"",Acrocephalus,Acrocephalus,學名重複,https://vvtaxatree.tbn.org.tw/taxa/1c4ea7bc-39fe-4f15-bad1-426c0a5242ed
b73ba836-1fba-4b99-bddf-a5aa2dcffe96,genus,Animalia,t0021618,"",Leiothrix,Leiothrix,學名重複,https://vvtaxatree.tbn.org.tw/taxa/b73ba836-1fba-4b99-bddf-a5aa2dcffe96
f7c24568-10b2-40ae-bb66-0b6a16593a05,genus,Animalia,t0013361,"",Oenanthe,Oenanthe,學名重複,https://vvtaxatree.tbn.org.tw/taxa/f7c24568-10b2-40ae-bb66-0b6a16593a05
fa6e869b-7221-45dc-aaf6-fe06384a5237,genus,Animalia,t0015272,"",Prunella,Prunella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/fa6e869b-7221-45dc-aaf6-fe06384a5237
b58ed814-b7d8-4519-ab01-7d166e579b1b,genus,Animalia,t0010303,"",Arenaria,Arenaria,學名重複,https://vvtaxatree.tbn.org.tw/taxa/b58ed814-b7d8-4519-ab01-7d166e579b1b
8575a41e-fee1-43ab-becd-dfb51e842422,genus,Animalia,t0016756,"",Stenella,Stenella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/8575a41e-fee1-43ab-becd-dfb51e842422
00f9e33d-db81-4ba1-81de-cfac599d5f3e,genus,Animalia,t0009149,"",Thalia,Thalia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/00f9e33d-db81-4ba1-81de-cfac599d5f3e
81f2895b-43b5-4edd-bc4a-411c7360d3ac,genus,Animalia,t0008875,"",Donax,Donax,學名重複,https://vvtaxatree.tbn.org.tw/taxa/81f2895b-43b5-4edd-bc4a-411c7360d3ac
e440e5e8-7113-491c-89e2-bd67bc1a675c,genus,Animalia,t0008891,"",Glossocardia,Glossocardia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/e440e5e8-7113-491c-89e2-bd67bc1a675c
7aa50df6-2b4c-42f4-980d-84e529ce9ffb,genus,Animalia,t0009152,"",Tiarella,Tiarella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/7aa50df6-2b4c-42f4-980d-84e529ce9ffb
f9b72d5c-fc7f-4f25-bd99-e4b3b3ac6149,genus,Animalia,t0008963,"",Pollia,Pollia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/f9b72d5c-fc7f-4f25-bd99-e4b3b3ac6149
bfb079e2-8df0-4923-9c6d-e8a1d5103da9,genus,Animalia,t0008933,"",Myurella,Myurella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/bfb079e2-8df0-4923-9c6d-e8a1d5103da9
8de13377-2d69-4aa1-b4f3-c9b9eb56eee4,genus,Animalia,t0008954,"",Perrottetia,Perrottetia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/8de13377-2d69-4aa1-b4f3-c9b9eb56eee4
3683b4d0-787f-40eb-985b-0ec02250f103,genus,Animalia,t0017776,"",Triphora,Triphora,學名重複,https://vvtaxatree.tbn.org.tw/taxa/3683b4d0-787f-40eb-985b-0ec02250f103
bb915520-0756-4b92-8878-78c4f8549c7a,genus,Animalia,t0009349,"",Acmella,Acmella,學名重複,https://vvtaxatree.tbn.org.tw/taxa/bb915520-0756-4b92-8878-78c4f8549c7a
032db506-44a2-4f1d-912c-979beb0fadd4,genus,Animalia,t0009129,"",Sabia,Sabia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/032db506-44a2-4f1d-912c-979beb0fadd4
cc102571-cbb4-4a2a-a48f-9633d9126b9f,genus,Animalia,t0016743,"",Stellaria,Stellaria,學名重複,https://vvtaxatree.tbn.org.tw/taxa/cc102571-cbb4-4a2a-a48f-9633d9126b9f
48970af9-ea46-4ff8-b721-55d6d010bca7,genus,Animalia,t0013384,"",Okenia,Okenia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/48970af9-ea46-4ff8-b721-55d6d010bca7
8b269452-215f-42d4-9815-0bb95e837367,genus,Animalia,t0008887,"",Ficus,Ficus,學名重複,https://vvtaxatree.tbn.org.tw/taxa/8b269452-215f-42d4-9815-0bb95e837367
f7babfd0-fa79-4d92-941f-ad1d598ac828,genus,Animalia,"","",Scolymia,Scolymia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/f7babfd0-fa79-4d92-941f-ad1d598ac828
b31a1dda-1182-4131-8671-543d57d626be,genus,Animalia,t0009130,"",Sarcophyton,Sarcophyton,學名重複,https://vvtaxatree.tbn.org.tw/taxa/b31a1dda-1182-4131-8671-543d57d626be
6e3cc6e0-907f-4e9f-829f-00a8070718dd,genus,Animalia,t0012509,"",Culcita,Culcita,學名重複,https://vvtaxatree.tbn.org.tw/taxa/6e3cc6e0-907f-4e9f-829f-00a8070718dd
fd0579df-026f-4b43-af17-4de37d38912b,genus,Animalia,t0009160,"",Breynia,Breynia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/fd0579df-026f-4b43-af17-4de37d38912b
385c48d2-2575-4110-be72-bde55e1452fc,genus,Animalia,t0011048,"",Branchiura,Branchiura,學名重複,https://vvtaxatree.tbn.org.tw/taxa/385c48d2-2575-4110-be72-bde55e1452fc
2d36e5e6-c69c-4ab1-90e7-108e64745f4e,genus,Animalia,"","",Atrachya,Atrachya,學名重複,https://vvtaxatree.tbn.org.tw/taxa/2d36e5e6-c69c-4ab1-90e7-108e64745f4e
595559c1-0859-418e-91d0-a0e1ba9e03e9,genus,Animalia,t0011744,"",Chelidonium,Chelidonium,學名重複,https://vvtaxatree.tbn.org.tw/taxa/595559c1-0859-418e-91d0-a0e1ba9e03e9
21e9a521-3876-4ebc-9702-e08806e2d743,genus,Animalia,"","",Rondonia,Rondonia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/21e9a521-3876-4ebc-9702-e08806e2d743
5ea6c0f7-476b-45ce-9983-bfc6db2460c8,genus,Animalia,"","",Ovalisia,Ovalisia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/5ea6c0f7-476b-45ce-9983-bfc6db2460c8
efff4ff7-20c2-4acf-9eb8-05d2e4cfc68c,genus,Animalia,t0009184,"",Chondria,Chondria,學名重複,https://vvtaxatree.tbn.org.tw/taxa/efff4ff7-20c2-4acf-9eb8-05d2e4cfc68c
002ceacc-ad5b-4e00-b68f-0d8c3a12da77,genus,Animalia,t0008782,"",Trichodesma,Trichodesma,學名重複,https://vvtaxatree.tbn.org.tw/taxa/002ceacc-ad5b-4e00-b68f-0d8c3a12da77
33e610b2-3104-4499-b5ac-37a466c2adb2,genus,Animalia,t0010092,"",Anticlea,Anticlea,學名重複,https://vvtaxatree.tbn.org.tw/taxa/33e610b2-3104-4499-b5ac-37a466c2adb2
d0d240cb-b1d8-4fed-9eec-b34ba74525b0,genus,Animalia,"","",Genusa,Genusa,學名重複,https://vvtaxatree.tbn.org.tw/taxa/d0d240cb-b1d8-4fed-9eec-b34ba74525b0
3b704432-52bc-4bb4-85dc-3be57192dfa4,genus,Animalia,t0021451,"",Laelia,Laelia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/3b704432-52bc-4bb4-85dc-3be57192dfa4
677c84ac-6f7f-4ff3-88cb-9d299c9870c0,genus,Animalia,t0009556,"",Aglaomorpha,Aglaomorpha,學名重複,https://vvtaxatree.tbn.org.tw/taxa/677c84ac-6f7f-4ff3-88cb-9d299c9870c0
6b7e851e-9a41-407a-861c-233a3b658c82,genus,Animalia,t0093378,"",Plecoptera,Plecoptera,學名重複,https://vvtaxatree.tbn.org.tw/taxa/6b7e851e-9a41-407a-861c-233a3b658c82
8d573ab2-6d68-4b3e-a0c2-195ea4ca1b8a,genus,Animalia,t0016240,"",Scoparia,Scoparia,學名重複,https://vvtaxatree.tbn.org.tw/taxa/8d573ab2-6d68-4b3e-a0c2-195ea4ca1b8a
8093c2f8-e4f3-4652-9d2e-6e98204da502,genus,Animalia,t0016102,"",Satyrium,Satyrium,學名重複,https://vvtaxatree.tbn.org.tw/taxa/8093c2f8-e4f3-4652-9d2e-6e98204da502
